row_id,short_title,long_title
12431,Opn skul/oth fx-mod coma,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
12432,Opn skl/oth fx-prol coma,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
12433,Opn skl/oth fx-deep coma,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
12434,Opn skul/oth fx-coma NOS,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration"
12435,Opn skull/oth fx-concuss,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with concussion, unspecified"
12436,Fx cervical vert NOS-cl,"Closed fracture of cervical vertebra, unspecified level"
12437,Fx c1 vertebra-closed,Closed fracture of first cervical vertebra
12438,Fx c2 vertebra-closed,Closed fracture of second cervical vertebra
12439,Fx c3 vertebra-closed,Closed fracture of third cervical vertebra
12440,Fx c4 vertebra-closed,Closed fracture of fourth cervical vertebra
12441,Fx c5 vertebra-closed,Closed fracture of fifth cervical vertebra
12442,Fx c6 vertebra-closed,Closed fracture of sixth cervical vertebra
12443,Fx c7 vertebra-closed,Closed fracture of seventh cervical vertebra
12444,Fx mult cervical vert-cl,Closed fracture of multiple cervical vertebrae
12445,Fx cervical vert NOS-opn,"Open fracture of cervical vertebra, unspecified level"
12446,Fx c1 vertebra-open,Open fracture of first cervical vertebra
12447,Fx c2 vertebra-open,Open fracture of second cervical vertebra
12448,Fx c3 vertebra-open,Open fracture of third cervical vertebra
12449,Fx c4 vertebra-open,Open fracture of fourth cervical vertebra
12450,Fx c5 vertebra-open,Open fracture of fifth cervical vertebra
12451,Fx c6 vertebra-open,Open fracture of sixth cervical vertebra
12452,Fx c7 vertebra-open,Open fracture of seventh cervical vertebra
12453,Fx mlt cervical vert-opn,Open fracture of multiple cervical vertebrae
12454,Fx dorsal vertebra-close,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
12455,Fx dorsal vertebra-open,Open fracture of dorsal [thoracic] vertebra without mention of spinal cord injury
12456,Fx lumbar vertebra-close,Closed fracture of lumbar vertebra without mention of spinal cord injury
12457,Fx lumbar vertebra-open,Open fracture of lumbar vertebra without mention of spinal cord injury
12458,Opn wnd lateral abdomen,"Open wound of abdominal wall, lateral, without mention of complication"
12459,Opn wnd lat abdomen-comp,"Open wound of abdominal wall, lateral, complicated"
12460,Open wound of trunk NEC,"Open wound of other and unspecified parts of trunk, without mention of complication"
12461,Open wnd trunk NEC-compl,"Open wound of other and unspecified parts of trunk, complicated"
12462,Open wound site NOS,"Open wound(s) (multiple) of unspecified site(s), without mention of complication"
12463,Opn wound site NOS-compl,"Open wound(s) (multiple) of unspecified site(s), complicated"
12464,Open wound of shoulder,"Open wound of shoulder region, without mention of complication"
12465,Open wound of scapula,"Open wound of scapular region, without mention of complication"
12466,Open wound of axilla,"Open wound of axillary region, without mention of complication"
12467,Open wound of upper arm,"Open wound of upper arm, without mention of complication"
12468,Mult open wound shoulder,"Open wound of multiple sites of shoulder and upper arm, without mention of complication"
12469,Open wnd shoulder-compl,"Open wound of shoulder region, complicated"
12470,Open wound scapula-compl,"Open wound of scapular region, complicated"
12471,Open wound axilla-compl,"Open wound of axillary region, complicated"
12472,Open wnd upper arm-compl,"Open wound of upper arm, complicated"
12473,Mult opn wnd should-comp,"Open wound of multiple sites of shoulder and upper arm, complicated"
12474,Opn wnd shouldr w tendon,"Open wound of shoulder region, with tendon involvement"
12475,Opn wnd scapula w tendon,"Open wound of scapular region, with tendon involvement"
12476,Open wnd axilla w tendon,"Open wound of axillary region, with tendon involvement"
12477,Open wnd up arm w tendon,"Open wound of upper arm, with tendon involvement"
12478,Mlt opn wnd shldr w tend,"Open wound of multiple sites of shoulder and upper arm, with tendon involvement"
12479,Open wound of forearm,"Open wound of forearm, without mention of complication"
12480,Open wound of elbow,"Open wound of elbow, without mention of complication"
12481,Open wound of wrist,"Open wound of wrist, without mention of complication"
12482,Open wound forearm-compl,"Open wound of forearm, complicated"
12483,Open wound elbow-complic,"Open wound of elbow, complicated"
12484,Open wound wrist-complic,"Open wound of wrist, complicated"
12485,Open wnd forearm w tendn,"Open wound of forearm, with tendon involvement"
12486,Opn wound elbow w tendon,"Open wound of elbow, with tendon involvement"
12487,Opn wound wrist w tendon,"Open wound of wrist, with tendon involvement"
12488,Open wound of hand,"Open wound of hand except finger(s) alone, without mention of complication"
12489,Opn wound hand-complicat,"Open wound of hand except finger(s) alone, complicated"
12490,Open wound hand w tendon,"Open wound of hand except finger(s) alone, with tendon involvement"
12491,1st deg burn mult site,Erythema [first degree] of multiple specified sites
12492,2nd deg burn mult site,"Blisters, epidermal loss [second degree] of multiple specified sites"
12493,3rd deg burn mult site,Full-thickness skin loss [third degree NOS] of multiple specified sites
12494,Deep 3 deg brn mult site,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple specified sites"
12495,3rd brn w loss-mult site,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple specified sites"
12496,Burn of mouth & pharynx,Burn of mouth and pharynx
12497,Burn larynx/trachea/lung,"Burn of larynx, trachea, and lung"
12498,Burn of esophagus,Burn of esophagus
12499,Burn of GI tract,Burn of gastrointestinal tract
12500,Burn of vagina & uterus,Burn of vagina and uterus
12501,Burn internal organ NEC,Burn of other specified sites of internal organs
12502,Burn internal organ NOS,"Burn of internal organs, unspecified site"
12503,Bdy brn < 10%/3d deg NOS,"Burn [any degree] involving less than 10 percent of body surface with third degree burn, less than 10 percent or unspecified"
12504,10-19% bdy brn/3 deg NOS,"Burn [any degree] involving 10-19 percent of body surface with third degree burn, less than 10 percent or unspecified"
12505,10-19% bdy brn/10-19% 3d,"Burn [any degree] involving 10-19 percent of body surface with third degree burn, 10-19%"
12506,20-29% bdy brn/3 deg NOS,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, less than 10 percent or unspecified"
12507,20-29% bdy brn/10-19% 3d,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, 10-19%"
12508,20-29% bdy brn/20-29% 3d,"Burn [any degree] involving 20-29 percent of body surface with third degree burn, 20-29%"
12509,30-39% bdy brn/3 deg NOS,"Burn [any degree] involving 30-39 percent of body surface with third degree burn, less than 10 percent or unspecified"
12510,30-39% bdy brn/10-19% 3d,"Burn [any degree] involving 30-39 percent of body surface with third degree burn, 10-19%"
12511,30-39% bdy brn/20-29% 3d,"Burn [any degree] involving 30-39 percent of body surface with third degree burn, 20-29%"
12512,30-39% bdy brn/30-39% 3d,"Burn [any degree] involving 30-39 percent of body surface with third degree burn, 30-39%"
12513,40-49% bdy brn/3 deg NOS,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, less than 10 percent or unspecified"
12514,40-49% bdy brn/10-19% 3d,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 10-19%"
12515,40-49% bdy brn/20-29% 3d,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 20-29%"
12516,40-49% bdy brn/30-39% 3d,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 30-39%"
12517,40-49% bdy brn/40-49% 3d,"Burn [any degree] involving 40-49 percent of body surface with third degree burn, 40-49%"
12518,50-59% bdy brn/3 deg NOS,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, less than 10 percent or unspecified"
12519,50-59% bdy brn/10-19% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 10-19%"
12520,50-59% bdy brn/20-29% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 20-29%"
12521,50-59% bdy brn/30-39% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 30-39%"
12522,50-59% bdy brn/40-49% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 40-49%"
12523,50-59% bdy brn/50-59% 3d,"Burn [any degree] involving 50-59 percent of body surface with third degree burn, 50-59%"
12524,Poisoning-expectorants,Poisoning by expectorants
12525,Pois-anti-cold drugs,Poisoning by anti-common cold drugs
12526,Poisoning-antiasthmatics,Poisoning by antiasthmatics
12527,Pois-respir drug NEC/NOS,Poisoning by other and unspecified respiratory drugs
12528,Pois-local anti-infect,Poisoning by local anti-infectives and anti-inflammatory drugs
12529,Poisoning-antipruritics,Poisoning by antipruritics
12530,Pois-loc astring/deterg,Poisoning by local astringents and local detergents
12531,Pois-emol/demul/protect,"Poisoning by emollients, demulcents, and protectants"
12532,Poison-hair/scalp prep,"Poisoning by keratolytics, keratoplastics, other hair treatment drugs and preparations"
12533,Acc pois-chlorine pestic,Accidental poisoning by insecticides of organochlorine compounds
12534,Acc pois-phosph pesticid,Accidental poisoning by insecticides of organophosphorus compounds
12535,Acc poison-carbamates,Accidental poisoning by carbamates
12536,Acc poisn-mixed pesticid,Accidental poisoning by mixtures of insecticides
12537,Acc poison-pesticide NEC,Accidental poisoning by other and unspecified insecticides
12538,Acc poison-herbicides,Accidental poisoning by herbicides
12539,Acc poison-fungicides,Accidental poisoning by fungicides
12540,Acc poison-rodenticides,Accidental poisoning by rodenticides
12541,Acc poison-fumigants,Accidental poisoning by fumigants
12542,Acc pois-agrcult NEC/NOS,Accidental poisoning by other and unspecified agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
12543,Acc pois-corrosiv aromat,Accidental poisoning by corrosive aromatics not elsewhere classified
12544,Acc poison-acids,Accidental poisoning by acids not elsewhere classified
12545,Acc poisn-caustic alkali,Accidental poisoning by caustic alkalis not elsewhere classified
12546,Acc poison-caustic NEC,Accidental poisoning by other specified corrosives and caustics not elsewhere classified
12547,Acc poison-caustic NOS,Accidental poisoning by unspecified corrosives and caustics not elsewhere classified
12548,Acc poison-meat,Accidental poisoning by meat
12549,Acc poison-shellfish,Accidental poisoning by shellfish
12550,Acc poison-fish NEC,Accidental poisoning from other fish
12551,Acc poison-berries/seeds,Accidental poisoning from berries and seeds
12552,Acc poison-plants NEC,Accidental poisoning from other specified plants
12553,Acc poison-mushrooms,Accidental poisoning from mushrooms and other fungi
12554,Acc poison-food NEC,Accidental poisoning from other specified foods
12555,Acc poisn-food/plant NOS,Accidental poisoning from unspecified foodstuff or poisonous plant
12556,Acc poisoning-lead,Accidental poisoning by lead and its compounds and fumes
12557,Acc poisoning-mercury,Accidental poisoning by mercury and its compounds and fumes
12558,Acc poisoning-antimony,Accidental poisoning by antimony and its compounds and fumes
12559,Acc poisoning-arsenic,Accidental poisoning by arsenic and its compounds and fumes
12560,Acc poison-metals NEC,Accidental poisoning by other metals and their compounds and fumes
12561,Acc poison-plant food,Accidental poisoning by plant foods and fertilizers
12562,Acc poison-glues,Accidental poisoning by glues and adhesives
12563,Acc poison-cosmetics,Accidental poisoning by cosmetics
12564,Acc pois-solid/liq NEC,Accidental poisoning by other specified solid or liquid substances
12565,Acc pois-solid/liq NOS,Accidental poisoning by unspecified solid or liquid substance
12566,Acc poison-piped gas,Accidental poisoning by gas distributed by pipeline
12567,Acc pois-liq petrol gas,Accidental poisoning by liquefied petroleum gas distributed in mobile containers
12568,Acc pois-utl gas NEC/NOS,Accidental poisoning by other and unspecified utility gas
12569,Acc poison-exhaust gas,Accidental poisoning by motor vehicle exhaust gas
12570,Acc pois-co/domestc fuel,Accidental poisoning by carbon monoxide from incomplete combustion of other domestic fuels
12571,Acc pois-carbn monox NEC,Accidental poisoning by carbon monoxide from other sources
12572,Acc pois-carbn monox NOS,Accidental poisoning by unspecified carbon monoxide
12573,Acc poisn-nitrogen oxide,Accidental poisoning by nitrogen oxides
12574,Acc poisn-sulfur dioxide,Accidental poisoning by sulfur dioxide
12575,Acc poison-freon,Accidental poisoning by freon
12576,Acc poison-tear gas,Accidental poisoning by lacrimogenic gas [tear gas]
12577,Scndhnd tbcco smoke,Second hand tobacco smoke
12578,Acc poison-gas/vapor NEC,Accidental poisoning by other specified gases and vapors
12579,Acc poison-gas/vapor NOS,Accidental poisoning by unspecified gases and vapors
12580,Acc cut/hem in surgery,"Accidental cut, puncture, perforation or hemorrhage during surgical operation"
12581,Acc cut/hem in infusion,"Accidental cut, puncture, perforation or hemorrhage during infusion or transfusion"
12582,Acc cut/hem-perfusn NEC,"Accidental cut, puncture, perforation or hemorrhage during kidney dialysis or other perfusion"
12583,Acc cut/hem in injection,"Accidental cut, puncture, perforation or hemorrhage during injection or vaccination"
12584,Acc cut/hem w scope exam,"Accidental cut, puncture, perforation or hemorrhage during endoscopic examination"
12585,Acc cut/hem w catheteriz,"Accidental cut, puncture, perforation or hemorrhage during aspiration of fluid or tissue, puncture, and catheterization"
12586,Acc cut/hem w heart cath,"Accidental cut, puncture, perforation or hemorrhage during heart catheterization"
12587,Acc cut/hem w enema,"Accidental cut, puncture, perforation or hemorrhage during administration of enema"
12588,Acc cut in med care NEC,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care"
12589,Acc cut in med care NOS,"Accidental cut, puncture, perforation or hemorrhage during unspecified medical care"
12590,Post-surgical forgn body,Foreign object left in body during surgical operation
12591,Postinfusion foreign bdy,Foreign object left in body during infusion or transfusion
12592,Postperfusion forgn body,Foreign object left in body during kidney dialysis or other perfusion
12593,Postinjection forgn body,Foreign object left in body during injection or vaccination
12594,Postendoscopy forgn body,Foreign object left in body during endoscopic examination
12595,Postcatheter forgn body,"Foreign object left in body during aspiration of fluid or tissue, puncture, and catheterization"
12596,FB post heart catheter,Foreign object left in body during heart catheterization
12597,Postop forgn subst react,Acute reaction to foreign substance accidentally left during a procedure
12598,Emphysema rsult frm proc,Emphysema (subcutaneous) (surgical) resulting from procedure
12599,Ctrct frgmt frm ctr surg,Cataract fragments in eye following cataract surgery
12600,Non-healing surgcl wound,Non-healing surgical wound
12601,Oth spcf cmplc procd NEC,Other specified complications of procedures not elsewhere classified
12602,Surgical complicat NOS,"Unspecified complication of procedure, not elsewhere classified"
12603,Generalized vaccinia,"Generalized vaccinia as a complication of medical care, not elsewhere classified"
12604,Air embol comp med care,"Air embolism as a complication of medical care, not elsewhere classified"
12605,Adv eff tetracycline,Tetracycline group causing adverse effects in therapeutic use
12606,Adv eff cephalosporin,Cephalosporin group causing adverse effects in therapeutic use
12607,Adv eff antmycob antbiot,Antimycobacterial antibiotics causing adverse effects in therapeutic use
12608,Adv eff antineop antbiot,Antineoplastic antibiotics causing adverse effects in therapeutic use
12609,Adv eff antibiotics NEC,Other specified antibiotics causing adverse effects in therapeutic use
12610,Adv eff antibiotic NOS,Unspecified antibiotic causing adverse effects in therapeutic use
12611,Adv eff sulfonamides,Sulfonamides causing adverse effects in therapeutic use
12612,Adv eff arsenic anti-inf,Arsenical anti-infectives causing adverse effects in therapeutic use
12613,Adv eff metal anti-inf,Heavy metal anti-infectives causing adverse effects in therapeutic use
12614,Adv eff quinoline,Quinoline and hydroxyquinoline derivatives causing adverse effects in therapeutic use
12615,Adv eff antimalarials,Antimalarials and drugs acting on other blood protozoa causing adverse effects in therapeutic use
12616,Adv eff antprotazoal NEC,Other antiprotozoal drugs causing adverse effects in therapeutic use
12617,Adv eff anthelmintics,Anthelmintics causing adverse effects in therapeutic use
12618,Adv eff antiviral drugs,Antiviral drugs causing adverse effects in therapeutic use
12619,Adv eff antimycobac NEC,Other antimycobacterial drugs causing adverse effects in therapeutic use
12620,Adv eff antinfct NEC/NOS,Other and unspecified anti-infectives causing adverse effects in therapeutic use
12621,Adv eff corticosteroids,Adrenal cortical steroids causing adverse effects in therapeutic use
12622,Adv eff androgens,Androgens and anabolic congeners causing adverse effects in therapeutic use
12623,Adv eff ovarian hormones,Ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use
12624,Adv eff insulin/antidiab,Insulins and antidiabetic agents causing adverse effects in therapeutic use
12625,Adv eff ant pituitary,Anterior pituitary hormones causing adverse effects in therapeutic use
12626,Adv eff post pituitary,Posterior pituitary hormones causing adverse effects in therapeutic use
12627,Adv eff parathyroid,Parathyroid and parathyroid derivatives causing adverse effects in therapeutic use
12628,Adv eff thyroid & deriv,Thyroid and thyroid derivatives causing adverse effects in therapeutic use
12629,Adv eff antithyroid agnt,Antithyroid agents causing adverse effects in therapeutic use
12630,Adv eff hormones NEC/NOS,Other and unspecified hormones and synthetic substitutes causing adverse effects in therapeutic use
12631,Adv eff anallrg/antemet,Antiallergic and antiemetic drugs causing adverse effects in therapeutic use
12632,Adv eff antineoplastic,Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use
12633,Adv eff acidifying agent,Acidifying agents causing adverse effects in therapeutic use
12634,Adv eff alkalizing agent,Alkalizing agents causing adverse effects in therapeutic use
12635,Adv eff enzymes NEC,"Enzymes, not elsewhere classified, causing adverse effects in therapeutic use"
12636,Adv eff vitamins NEC,"Vitamins, not elsewhere classified, causing adverse effects in therapeutic use"
12637,Oral bisphosphonates,Oral bisphosphonates
12638,IV bisphosphonates,Intravenous bisphosphonates
12639,Adv eff systemic agt NEC,"Other systemic agents, not elsewhere classified, causing adverse effects in therapeutic use"
12640,Adv eff systemic agt NOS,Unspecified systemic agent causing adverse effects in therapeutic use
12641,Adv eff iron & compounds,Iron and its compounds causing adverse effects in therapeutic use
12642,Adv eff liver/antianemic,Liver preparations and other antianemic agents causing adverse effects in therapeutic use
12643,Adv eff anticoagulants,Anticoagulants causing adverse effects in therapeutic use
12644,Adv eff vitamin k,Vitamin k [phytonadione] causing adverse effects in therapeutic use
12645,Adv eff fibrinolysis agt,Fibrinolysis-affecting drugs causing adverse effects in therapeutic use
12646,Adv eff coagulants,Anticoagulant antagonists and other coagulants causing adverse effects in therapeutic use
12647,Adv eff gamma globulin,Gamma globulin causing adverse effects in therapeutic use
12648,Adv eff blood products,Natural blood and blood products causing adverse effects in therapeutic use
12649,Adv eff blood agent NEC,Other agents affecting blood constituents causing adverse effects in therapeutic use
12650,Adv eff blood agent NOS,Unspecified agent affecting blood constituents causing adverse effects in therapeutic use
12651,Adv eff heroin,Heroin causing adverse effects in therapeutic use
12652,Adv eff methadone,Methadone causing averse effects in therapeutic use
12653,Adv eff opiates,Other opiates and related narcotics causing adverse effects in therapeutic use
12654,Adv eff salicylates,Salicylates causing adverse effects in therapeutic use
12655,Adv eff arom analgsc NEC,"Aromatic analgesics, not elsewhere classified, causing adverse effects in therapeutic use"
12656,Adv eff pyrazole deriv,Pyrazole derivatives causing adverse effects in therapeutic use
12657,Adv eff antirheumatics,Antirheumatics [antiphlogistics] causing adverse effects in therapeutic use
12658,Adv eff non-narc analgsc,Other non-narcotic analgesics causing adverse effects in therapeutic use
12659,Adv eff analgesics NEC,Other specified analgesics and antipyretics causing adverse effects in therapeutic use
12660,Adv eff analgesic NOS,Unspecified analgesic and antipyretic causing adverse effects in therapeutic use
12661,Adv eff oxazolidin deriv,Oxazolidine derivatives causing adverse effects in therapeutic use
12662,Adv eff hydantoin deriv,Hydantoin derivatives causing adverse effects in therapeutic use
12663,Retain prod concept-unsp,"Retained portions of placenta or membranes, without hemorrhage, unspecified as to episode of care or not applicable"
12664,Ret prod conc-del w p/p,"Retained portions of placenta or membranes, without hemorrhage, delivered, with mention of postpartum complication"
12665,Ret prod concept-postpar,"Retained portions of placenta or membranes, without hemorrhage, postpartum condition or complication"
12666,Pulm compl in del-unspec,"Pulmonary complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12667,Pulm compl in del-deliv,"Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12668,Pulm complic-del w p/p,"Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
12669,Pulm complicat-antepart,"Pulmonary complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
12670,Pulm complicat-postpart,"Pulmonary complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
12671,Heart compl in del-unsp,"Cardiac complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12672,Heart compl in del-deliv,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12673,Heart compl-del w p/p,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
12674,Heart complic-antepart,"Cardiac complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
12675,Heart complic-postpart,"Cardiac complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
12676,Cns compl labor/del-unsp,"Central nervous system complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12677,Cns compl lab/del-deliv,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12678,Cns complic-del w p/p,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
12679,Cns compl in del-antepar,"Central nervous system complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
12680,Cns compl in del-postpar,"Central nervous system complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
12681,Anesth comp del NEC-unsp,"Other complications of anesthesia or other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12682,Anesth compl NEC-deliver,"Other complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12683,Anesth compl NEC-del p/p,"Other complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
12684,Anesth compl antepartum,"Other complications of anesthesia or other sedation in labor and delivery, antepartum condition or complication"
12685,Anesth compl-postpartum,"Other complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication"
12686,Anesth comp del NOS-unsp,"Unspecified complication of anesthesia and other sedation in labor and delivery, unspecified as to episode of care or not applicable"
12687,Anesth compl NOS-deliver,"Unspecified complication of anesthesia and other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
12688,Anesth compl NOS-del p/p,"Unspecified complication of anesthesia and other sedation in labor and delivery, delivered, with mention of postpartum complication"
12689,Anesth compl-antepartum,"Unspecified complication of anesthesia and other sedation in labor and delivery, antepartum condition or complication"
12690,Anesth compl-postpartum,"Unspecified complication of anesthesia and other sedation in labor and delivery, postpartum condition or complication"
12691,Maternal distress-unspec,"Maternal distress complicating labor and delivery, unspecified as to episode of care or not applicable"
12692,Maternal distress-deliv,"Maternal distress complicating labor and delivery, delivered, with or without mention of antepartum condition"
12693,Matern distres-del w p/p,"Maternal distress complicating labor and delivery, delivered, with mention of postpartum complication"
12694,Matern distress-antepar,"Maternal distress complicating labor and delivery, antepartum condition or complication"
12695,Matern distress-postpart,"Maternal distress complicating labor and delivery, postpartum condition or complication"
12696,Obstetric shock-unspec,"Shock during or following labor and delivery, unspecified as to episode of care or not applicable"
12697,Obstetric shock-deliver,"Shock during or following labor and delivery, delivered, with or without mention of antepartum condition"
12698,Obstet shock-deliv w p/p,"Shock during or following labor and delivery, delivered, with mention of postpartum complication"
12699,Obstetric shock-antepar,"Shock during or following labor and delivery, antepartum condition or complication"
12700,Obstetric shock-postpart,"Shock during or following labor and delivery, postpartum condition or complication"
12701,Matern hypotens syn-unsp,"Maternal hypotension syndrome, unspecified as to episode of care or not applicable"
12702,Matern hypoten syn-deliv,"Maternal hypotension syndrome, delivered, with or without mention of antepartum condition"
12703,Matern hypoten-del w p/p,"Maternal hypotension syndrome, delivered, with mention of postpartum complication"
12704,Panniculitis of neck,Panniculitis specified as affecting neck
12705,Ossification cerv lig,Ossification of posterior longitudinal ligament in cervical region
12706,Cervical syndrome NEC,Other syndromes affecting cervical region
12707,Neck disorder/sympt NOS,Unspecified musculoskeletal disorders and symptoms referable to neck
12708,Spinal stenosis NOS,"Spinal stenosis, unspecified region"
12709,Spinal stenosis-thoracic,"Spinal stenosis, thoracic region"
12710,"Spin sten,lumbr wo claud","Spinal stenosis, lumbar region, without neurogenic claudication"
12711,"Spin sten,lumbr w claud","Spinal stenosis, lumbar region, with neurogenic claudication"
12712,Spinal stenosis-oth site,"Spinal stenosis, other region"
12713,Pain in thoracic spine,Pain in thoracic spine
12714,Lumbago,Lumbago
12715,Sciatica,Sciatica
12716,60-69% bdy brn/3 deg NOS,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, less than 10 percent or unspecified"
12717,60-69% bdy brn/10-19% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 10-19%"
12718,60-69% bdy brn/20-29% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 20-29%"
12719,60-69% bdy brn/30-39% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 30-39%"
12720,60-69% bdy brn/40-49% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 40-49%"
12721,60-69% bdy brn/50-59% 3d,"Burn (any degree) involving 60-69 percent of body surface with third degree burn, 50-59%"
12722,60-69% bdy brn/60-69% 3d,"Burn [any degree] involving 60-69 percent of body surface with third degree burn, 60-69%"
12723,70-79% bdy brn/3 deg NOS,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, less than 10 percent or unspecified"
12724,70-79% bdy brn/10-19% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 10-19%"
12725,70-79% bdy brn/20-29% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 20-29%"
12726,70-79% bdy brn/30-39% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 30-39%"
12727,70-79% bdy brn/40-49% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 40-49%"
12728,70-79% bdy brn/50-59% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 50-59%"
12729,70-79% bdy brn/60-69% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 60-69%"
12730,70-79% bdy brn/70-79% 3d,"Burn [any degree] involving 70-79 percent of body surface with third degree burn, 70-79%"
12731,80-89% bdy brn/3 deg NOS,"Burn [any degree] involving 80-89 percent of body surface with third degree burn, less than 10 percent or unspecified"
12732,Oth off-road mv-mcyc psg,Nontraffic accident involving other off-road motor vehicle injuring passenger on motorcycle
12733,Oth off-road mv-st car,Nontraffic accident involving other off-road motor vehicle injuring occupant of streetcar
12734,Oth off-road mv-anim rid,Nontraffic accident involving other off-road motor vehicle injuring rider of animal; occupant of animal-drawn vehicle
12735,Oth off-road mv-ped cycl,Nontraffic accident involving other off-road motor vehicle injuring pedal cyclist
12736,Oth off-road mv-pedest,Nontraffic accident involving other off-road motor vehicle injuring pedestrian
12737,Oth off-road mv-pers NEC,Nontraffic accident involving other off-road motor vehicle injuring other specified person
12738,Oth off-road mv-pers NOS,Nontraffic accident involving other off-road motor vehicle injuring unspecified person
12739,Oth coll w mov obj-driv,Other motor vehicle nontraffic accident involving collision with moving object injuring driver of motor vehicle other than motorcycle
12740,Oth coll w mov obj-psgr,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger in motor vehicle other than motorcycle
12741,Oth coll mov obj-mocycl,Other motor vehicle nontraffic accident involving collision with moving object injuring motorcyclist
12742,Oth coll mov obj-cyc psg,Other motor vehicle nontraffic accident involving collision with moving object injuring passenger on motorcycle
12743,Oth coll mov obj-st car,Other motor vehicle nontraffic accident involving collision with moving object injuring occupant of streetcar
12744,Oth coll mov obj-rider,Other motor vehicle nontraffic accident involving collision with moving object injuring rider of animal; occupant of animal-drawn vehicle
12745,Oth coll mov obj-ped cyc,Other motor vehicle nontraffic accident involving collision with moving object injuring pedal cyclist
12746,Oth coll mov obj-pedest,Other motor vehicle nontraffic accident involving collision with moving object injuring pedestrian
12747,Oth coll mov obj-per NEC,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person
12748,Oth coll mov obj-per NOS,Other motor vehicle nontraffic accident involving collision with moving object injuring unspecified person
12749,Oth coll stndng obj-driv,Other motor vehicle nontraffic accident involving collision with stationary object injuring driver of motor vehicle other than motorcycle
